48265362422,,cycles,10289589571,100.00,,
75793868744,,instructions,10289589571,100.00,1.57,insn per cycle
1139764617,,branch-misses,10289589571,100.00,,
238509,,LLC-load-misses,10289589571,100.00,,
7681,,LLC-store-misses,10289589571,100.00,,
10290549476,ns,duration_time,10290549476,100.00,,
48408495481,,cycles,10316496173,100.00,,
75793070334,,instructions,10316496173,100.00,1.57,insn per cycle
1141604714,,branch-misses,10316496173,100.00,,
204393,,LLC-load-misses,10316496173,100.00,,
6826,,LLC-store-misses,10316496173,100.00,,
10316897037,ns,duration_time,10316897037,100.00,,
